# Based on the 2017NEI port shapefile Ports_v2_040718. Shape areas assigned using the native AEA projection to get geometry area in square meters.
# Geometry vertices are extracted on the WGS84 datum.
facid,lon,lat,numvert,area
P20329F48245,-93.933353,29.86549,11,99952.57326
P20329F48245,-93.942464,29.856601,11,99952.57326
P20329F48245,-93.943054,29.856796000000003,11,99952.57326
P20330F34025,-74.079327,40.433939,20,31073.903830000003
P20330F34025,-74.078594,40.433428,20,31073.903830000003
P20330F34025,-74.07905,40.433116999999996,20,31073.903830000003
P20330F34025,-74.079862,40.432909,20,31073.903830000003
P20330F34025,-74.08037,40.432567,20,31073.903830000003
P20330F34025,-74.081458,40.432087,20,31073.903830000003
P20330F34025,-74.082458,40.43141,20,31073.903830000003
P20330F34025,-74.08323,40.431687,20,31073.903830000003
P20330F34025,-74.083545,40.431892,20,31073.903830000003
P20330F34025,-74.082955,40.43291,20,31073.903830000003
P20330F34025,-74.084464,40.4331,20,31073.903830000003
P20330F34025,-74.084453,40.433233,20,31073.903830000003
P20330F34025,-74.08359,40.433119,20,31073.903830000003
P20330F34025,-74.082944,40.433149,20,31073.903830000003
P20330F34025,-74.082645,40.432935,20,31073.903830000003
P20330F34025,-74.083031,40.432068,20,31073.903830000003
P20330F34025,-74.082931,40.431825,20,31073.903830000003
P20330F34025,-74.082324,40.432169,20,31073.903830000003
P20330F34025,-74.079901,40.433448,20,31073.903830000003
P20330F34025,-74.079327,40.433939,20,31073.903830000003
P20331F55031,-92.018721,46.700661,6,543329.2899
P20331F55031,-92.018151,46.692125,6,543329.2899
P20331F55031,-92.020967,46.692205,6,543329.2899
P20331F55031,-92.025424,46.695419,6,543329.2899
P20331F55031,-92.025635,46.704059,6,543329.2899
P20331F55031,-92.018721,46.700661,6,543329.2899
P20332F55031,-92.115752,46.742421,7,64415.36776
P20332F55031,-92.11617,46.743058000000005,7,64415.36776
P20332F55031,-92.10959100000001,46.744543,7,64415.36776
P20332F55031,-92.109821,46.741066,7,64415.36776
P20332F55031,-92.111201,46.741045,7,64415.36776
P20332F55031,-92.111338,46.743846999999995,7,64415.36776
P20332F55031,-92.115752,46.742421,7,64415.36776
P20333F55031,-92.100957,46.743053,6,52006.88688
P20333F55031,-92.10125699999999,46.741304,6,52006.88688
P20333F55031,-92.104407,46.736062,6,52006.88688
P20333F55031,-92.105041,46.736198,6,52006.88688
P20333F55031,-92.101464,46.743037,6,52006.88688
P20333F55031,-92.100957,46.743053,6,52006.88688
P20334F55031,-92.071099,46.730398,17,240100.528
P20334F55031,-92.07418,46.72831,17,240100.528
P20334F55031,-92.074896,46.728598,17,240100.528
P20334F55031,-92.071377,46.731061,17,240100.528
P20334F55031,-92.07480600000001,46.73339,17,240100.528
P20334F55031,-92.078231,46.730955,17,240100.528
P20334F55031,-92.078598,46.732335,17,240100.528
P20334F55031,-92.076573,46.733767,17,240100.528
P20334F55031,-92.07690500000001,46.734997,17,240100.528
P20334F55031,-92.078622,46.736117,17,240100.528
P20334F55031,-92.080155,46.737262,17,240100.528
P20334F55031,-92.084023,46.739901,17,240100.528
P20334F55031,-92.087422,46.737852000000004,17,240100.528
P20334F55031,-92.087625,46.738959,17,240100.528
P20334F55031,-92.084177,46.741037,17,240100.528
P20334F55031,-92.069716,46.731163,17,240100.528
P20334F55031,-92.071099,46.730398,17,240100.528
P20335F27137,-92.09995699999999,46.751332,36,1174033.445
P20335F27137,-92.09445500000001,46.753059,36,1174033.445
P20335F27137,-92.094038,46.754658,36,1174033.445
P20335F27137,-92.097842,46.759797999999996,36,1174033.445
P20335F27137,-92.10325,46.757934000000006,36,1174033.445
P20335F27137,-92.104658,46.758578,36,1174033.445
P20335F27137,-92.098611,46.760692,36,1174033.445
P20335F27137,-92.099755,46.7622,36,1174033.445
P20335F27137,-92.10516700000001,46.76027,36,1174033.445
P20335F27137,-92.105874,46.760558,36,1174033.445
P20335F27137,-92.100349,46.762619,36,1174033.445
P20335F27137,-92.101164,46.764387,36,1174033.445
P20335F27137,-92.107512,46.762415000000004,36,1174033.445
P20335F27137,-92.108003,46.762832,36,1174033.445
P20335F27137,-92.10206,46.764949,36,1174033.445
P20335F27137,-92.102902,46.766314,36,1174033.445
P20335F27137,-92.110122,46.763696,36,1174033.445
P20335F27137,-92.110392,46.764307,36,1174033.445
P20335F27137,-92.103078,46.766789,36,1174033.445
P20335F27137,-92.105176,46.769532,36,1174033.445
P20335F27137,-92.11071,46.767336,36,1174033.445
P20335F27137,-92.111593,46.768099,36,1174033.445
P20335F27137,-92.104188,46.770377,36,1174033.445
P20335F27137,-92.10434599999999,46.77112,36,1174033.445
P20335F27137,-92.111566,46.768501,36,1174033.445
P20335F27137,-92.112664,46.769135999999996,36,1174033.445
P20335F27137,-92.10436,46.772463,36,1174033.445
P20335F27137,-92.104357,46.774073,36,1174033.445
P20335F27137,-92.11111899999999,46.770569,36,1174033.445
P20335F27137,-92.112441,46.770942,36,1174033.445
P20335F27137,-92.10203,46.776358,36,1174033.445
P20335F27137,-92.101254,46.769289,36,1174033.445
P20335F27137,-92.089811,46.754339,36,1174033.445
P20335F27137,-92.088888,46.752635,36,1174033.445
P20335F27137,-92.09942099999999,46.750042,36,1174033.445
P20335F27137,-92.09995699999999,46.751332,36,1174033.445
P20336F02232,-135.327689,59.443853000000004,9,516911.7936
P20336F02232,-135.336901,59.449152000000005,9,516911.7936
P20336F02232,-135.328754,59.45295600000001,9,516911.7936
P20336F02232,-135.327764,59.452009999999994,9,516911.7936
P20336F02232,-135.33019299999998,59.450853,9,516911.7936
P20336F02232,-135.32949,59.449514,9,516911.7936
P20336F02232,-135.32396,59.451657999999995,9,516911.7936
P20336F02232,-135.317006,59.449688,9,516911.7936
P20336F02232,-135.327689,59.443853000000004,9,516911.7936
P20337F23005,-70.28536,43.641463,9,35678.154780000004
P20337F23005,-70.285003,43.641749,9,35678.154780000004
P20337F23005,-70.28312,43.640699,9,35678.154780000004
P20337F23005,-70.283265,43.639925,9,35678.154780000004
P20337F23005,-70.281785,43.639064000000005,9,35678.154780000004
P20337F23005,-70.279457,43.638083,9,35678.154780000004
P20337F23005,-70.28019300000001,43.637709,9,35678.154780000004
P20337F23005,-70.282623,43.638884000000004,9,35678.154780000004
P20337F23005,-70.28536,43.641463,9,35678.154780000004
P20338F23005,-70.277224,43.638506,5,26185.87906
P20338F23005,-70.27583800000001,43.638672,5,26185.87906
P20338F23005,-70.274876,43.636434,5,26185.87906
P20338F23005,-70.276236,43.636537,5,26185.87906
P20338F23005,-70.277224,43.638506,5,26185.87906
P20339F23005,-70.274875,43.641961,9,30923.42941
P20339F23005,-70.274651,43.641349,9,30923.42941
P20339F23005,-70.281048,43.640146,9,30923.42941
P20339F23005,-70.281378,43.640778999999995,9,30923.42941
P20339F23005,-70.280674,43.64097,9,30923.42941
P20339F23005,-70.280488,43.640539000000004,9,30923.42941
P20339F23005,-70.27819699999999,43.640935,9,30923.42941
P20339F23005,-70.27829100000001,43.641363,9,30923.42941
P20339F23005,-70.274875,43.641961,9,30923.42941
P20340F23005,-70.2661,43.643401000000004,32,549710.9862
P20340F23005,-70.261032,43.644096000000005,32,549710.9862
P20340F23005,-70.256486,43.647915000000005,32,549710.9862
P20340F23005,-70.25761800000001,43.648683,32,549710.9862
P20340F23005,-70.256303,43.650647,32,549710.9862
P20340F23005,-70.254161,43.649824,32,549710.9862
P20340F23005,-70.25368,43.650145,32,549710.9862
P20340F23005,-70.25518000000001,43.651165999999996,32,549710.9862
P20340F23005,-70.254627,43.651653,32,549710.9862
P20340F23005,-70.25290799999999,43.650462,32,549710.9862
P20340F23005,-70.252569,43.650883,32,549710.9862
P20340F23005,-70.25405500000001,43.651938,32,549710.9862
P20340F23005,-70.25296800000001,43.652808,32,549710.9862
P20340F23005,-70.25444,43.65433,32,549710.9862
P20340F23005,-70.24194200000001,43.663296,32,549710.9862
P20340F23005,-70.241188,43.660008000000005,32,549710.9862
P20340F23005,-70.24387800000001,43.657643,32,549710.9862
P20340F23005,-70.246625,43.659346,32,549710.9862
P20340F23005,-70.248013,43.658084,32,549710.9862
P20340F23005,-70.245398,43.655882,32,549710.9862
P20340F23005,-70.24627,43.655331,32,549710.9862
P20340F23005,-70.24781999999999,43.655676,32,549710.9862
P20340F23005,-70.249205,43.654666,32,549710.9862
P20340F23005,-70.248914,43.65392,32,549710.9862
P20340F23005,-70.251931,43.652131,32,549710.9862
P20340F23005,-70.251292,43.651516,32,549710.9862
P20340F23005,-70.25231,43.649999,32,549710.9862
P20340F23005,-70.254693,43.648265,32,549710.9862
P20340F23005,-70.257923,43.646102,32,549710.9862
P20340F23005,-70.260671,43.643698,32,549710.9862
P20340F23005,-70.265948,43.642701,32,549710.9862
P20340F23005,-70.2661,43.643401000000004,32,549710.9862
P20341F23005,-70.26795,43.639052,8,66934.00378
P20341F23005,-70.268905,43.639539,8,66934.00378
P20341F23005,-70.266049,43.641551,8,66934.00378
P20341F23005,-70.260664,43.641822,8,66934.00378
P20341F23005,-70.26091,43.640903,8,66934.00378
P20341F23005,-70.26526899999999,43.640652,8,66934.00378
P20341F23005,-70.26719200000001,43.639893,8,66934.00378
P20341F23005,-70.26795,43.639052,8,66934.00378
P20342F25001,-70.274959,41.648053999999995,26,98793.87573
P20342F25001,-70.27522900000001,41.648301000000004,26,98793.87573
P20342F25001,-70.274952,41.649423999999996,26,98793.87573
P20342F25001,-70.276173,41.650279,26,98793.87573
P20342F25001,-70.2769,41.650216,26,98793.87573
P20342F25001,-70.277343,41.649107,26,98793.87573
P20342F25001,-70.278777,41.648232,26,98793.87573
P20342F25001,-70.27909,41.647681,26,98793.87573
P20342F25001,-70.279669,41.648081,26,98793.87573
P20342F25001,-70.279591,41.650141999999995,26,98793.87573
P20342F25001,-70.279813,41.650853000000005,26,98793.87573
P20342F25001,-70.278951,41.651140000000005,26,98793.87573
P20342F25001,-70.27854,41.650471,26,98793.87573
P20342F25001,-70.27874200000001,41.650432,26,98793.87573
P20342F25001,-70.27851700000001,41.649972,26,98793.87573
P20342F25001,-70.277499,41.649803999999996,26,98793.87573
P20342F25001,-70.27732900000001,41.650979,26,98793.87573
P20342F25001,-70.275979,41.651165999999996,26,98793.87573
P20342F25001,-70.275943,41.651703000000005,26,98793.87573
P20342F25001,-70.275491,41.651862,26,98793.87573
P20342F25001,-70.275025,41.651777,26,98793.87573
P20342F25001,-70.27502199999999,41.651162,26,98793.87573
P20342F25001,-70.27407,41.65007,26,98793.87573
P20342F25001,-70.273604,41.649015999999996,26,98793.87573
P20342F25001,-70.274075,41.648498,26,98793.87573
P20342F25001,-70.274959,41.648053999999995,26,98793.87573
P20343F26083,-88.486548,48.1458,12,10435.35166
P20343F26083,-88.485339,48.146176000000004,12,10435.35166
P20343F26083,-88.484892,48.146163,12,10435.35166
P20343F26083,-88.483995,48.145813000000004,12,10435.35166
P20343F26083,-88.483646,48.14553,12,10435.35166
P20343F26083,-88.483798,48.145313,12,10435.35166
P20343F26083,-88.48439300000001,48.145374,12,10435.35166
P20343F26083,-88.48447900000001,48.145662,12,10435.35166
P20343F26083,-88.485225,48.145866999999996,12,10435.35166
P20343F26083,-88.486814,48.145305,12,10435.35166
P20343F26083,-88.48706,48.145553,12,10435.35166
P20343F26083,-88.486548,48.1458,12,10435.35166
P20344F41007,-123.861071,46.186377,6,192150.2038
P20344F41007,-123.86586399999999,46.188852000000004,6,192150.2038
P20344F41007,-123.86458,46.189825,6,192150.2038
P20344F41007,-123.858535,46.19112,6,192150.2038
P20344F41007,-123.85758600000001,46.18833,6,192150.2038
P20344F41007,-123.861071,46.186377,6,192150.2038
P20345F12071,-81.94461899999999,26.457161,17,24864.20984
P20345F12071,-81.94474699999999,26.456883,17,24864.20984
P20345F12071,-81.946786,26.457366999999998,17,24864.20984
P20345F12071,-81.94882700000001,26.458283,17,24864.20984
P20345F12071,-81.950761,26.458979,17,24864.20984
P20345F12071,-81.95072900000001,26.459220000000002,17,24864.20984
P20345F12071,-81.950639,26.459532,17,24864.20984
P20345F12071,-81.950158,26.459456,17,24864.20984
P20345F12071,-81.950106,26.459115,17,24864.20984
P20345F12071,-81.94983,26.459028999999997,17,24864.20984
P20345F12071,-81.949751,26.459215000000004,17,24864.20984
P20345F12071,-81.949623,26.458990999999997,17,24864.20984
P20345F12071,-81.946812,26.457538,17,24864.20984
P20345F12071,-81.946841,26.458003,17,24864.20984
P20345F12071,-81.946659,26.458018,17,24864.20984
P20345F12071,-81.945435,26.457310999999997,17,24864.20984
P20345F12071,-81.94461899999999,26.457161,17,24864.20984
P20346F22113,-92.140187,29.973614,7,3340.329602
P20346F22113,-92.14002099999999,29.973513,7,3340.329602
P20346F22113,-92.140587,29.972959000000003,7,3340.329602
P20346F22113,-92.140989,29.973155,7,3340.329602
P20346F22113,-92.140857,29.973513,7,3340.329602
P20346F22113,-92.14037900000001,29.973439000000003,7,3340.329602
P20346F22113,-92.140187,29.973614,7,3340.329602
P20347F15003,-157.868053,21.298329000000003,61,1280622.771
P20347F15003,-157.869043,21.298698,61,1280622.771
P20347F15003,-157.866594,21.302639000000003,61,1280622.771
P20347F15003,-157.86668500000002,21.304737,61,1280622.771
P20347F15003,-157.86866899999998,21.304626000000003,61,1280622.771
P20347F15003,-157.87018799999998,21.303297,61,1280622.771
P20347F15003,-157.871065,21.304989000000003,61,1280622.771
P20347F15003,-157.870879,21.305173999999997,61,1280622.771
P20347F15003,-157.871506,21.306407999999998,61,1280622.771
P20347F15003,-157.87363100000002,21.307713,61,1280622.771
P20347F15003,-157.87323899999998,21.308515,61,1280622.771
P20347F15003,-157.879427,21.313123,61,1280622.771
P20347F15003,-157.885598,21.314007999999998,61,1280622.771
P20347F15003,-157.88721999999999,21.313708,61,1280622.771
P20347F15003,-157.888054,21.315293,61,1280622.771
P20347F15003,-157.88620500000002,21.315901999999998,61,1280622.771
P20347F15003,-157.88618200000002,21.317072,61,1280622.771
P20347F15003,-157.88571299999998,21.317103,61,1280622.771
P20347F15003,-157.885545,21.316169,61,1280622.771
P20347F15003,-157.883173,21.316803,61,1280622.771
P20347F15003,-157.882592,21.320007999999998,61,1280622.771
P20347F15003,-157.88188200000002,21.31999,61,1280622.771
P20347F15003,-157.882207,21.317116,61,1280622.771
P20347F15003,-157.881551,21.317103,61,1280622.771
P20347F15003,-157.88126100000002,21.319904,61,1280622.771
P20347F15003,-157.880527,21.319857,61,1280622.771
P20347F15003,-157.88075,21.316923000000003,61,1280622.771
P20347F15003,-157.880419,21.316941,61,1280622.771
P20347F15003,-157.87919399999998,21.319293,61,1280622.771
P20347F15003,-157.87811499999998,21.318907,61,1280622.771
P20347F15003,-157.879527,21.316599,61,1280622.771
P20347F15003,-157.878556,21.316223,61,1280622.771
P20347F15003,-157.87785300000002,21.317352,61,1280622.771
P20347F15003,-157.87739399999998,21.317053,61,1280622.771
P20347F15003,-157.876896,21.317335,61,1280622.771
P20347F15003,-157.876239,21.317092000000002,61,1280622.771
P20347F15003,-157.877946,21.31387,61,1280622.771
P20347F15003,-157.86977,21.308685,61,1280622.771
P20347F15003,-157.86961000000002,21.309128,61,1280622.771
P20347F15003,-157.871406,21.310679999999998,61,1280622.771
P20347F15003,-157.86969299999998,21.309849,61,1280622.771
P20347F15003,-157.870689,21.312419000000002,61,1280622.771
P20347F15003,-157.869998,21.312479,61,1280622.771
P20347F15003,-157.869093,21.310071,61,1280622.771
P20347F15003,-157.86738799999998,21.310617,61,1280622.771
P20347F15003,-157.867161,21.313832,61,1280622.771
P20347F15003,-157.865976,21.313894,61,1280622.771
P20347F15003,-157.865443,21.313281,61,1280622.771
P20347F15003,-157.864925,21.311089000000003,61,1280622.771
P20347F15003,-157.864574,21.308863,61,1280622.771
P20347F15003,-157.866616,21.307279,61,1280622.771
P20347F15003,-157.866371,21.305573000000003,61,1280622.771
P20347F15003,-157.864697,21.306327,61,1280622.771
P20347F15003,-157.86411299999997,21.305198999999998,61,1280622.771
P20347F15003,-157.86501299999998,21.304752,61,1280622.771
P20347F15003,-157.864875,21.303795,61,1280622.771
P20347F15003,-157.863642,21.303801999999997,61,1280622.771
P20347F15003,-157.863609,21.303365,61,1280622.771
P20347F15003,-157.864293,21.303127,61,1280622.771
P20347F15003,-157.867482,21.299387,61,1280622.771
P20347F15003,-157.868053,21.298329000000003,61,1280622.771
P20348F02100,-135.432871,59.226739,9,96425.91674
P20348F02100,-135.434855,59.227339,9,96425.91674
P20348F02100,-135.433774,59.22868199999999,9,96425.91674
P20348F02100,-135.436686,59.22962,9,96425.91674
P20348F02100,-135.438064,59.228919,9,96425.91674
P20348F02100,-135.439065,59.230387,9,96425.91674
P20348F02100,-135.43726999999998,59.231669,9,96425.91674
P20348F02100,-135.430272,59.228085,9,96425.91674
P20348F02100,-135.432871,59.226739,9,96425.91674
P20349F37031,-76.691199,34.718128,10,72654.88916
P20349F37031,-76.69163,34.715522,10,72654.88916
P20349F37031,-76.690988,34.714027,10,72654.88916
P20349F37031,-76.689978,34.713257,10,72654.88916
P20349F37031,-76.689589,34.712666999999996,10,72654.88916
P20349F37031,-76.69101500000001,34.712364,10,72654.88916
P20349F37031,-76.692206,34.713782,10,72654.88916
P20349F37031,-76.692658,34.71562,10,72654.88916
P20349F37031,-76.692213,34.718449,10,72654.88916
P20349F37031,-76.691199,34.718128,10,72654.88916
P20350F37031,-76.70396,34.718965999999995,22,162115.2456
P20350F37031,-76.703497,34.715253999999995,22,162115.2456
P20350F37031,-76.694693,34.715888,22,162115.2456
P20350F37031,-76.69595799999999,34.718517999999996,22,162115.2456
P20350F37031,-76.694805,34.719654,22,162115.2456
P20350F37031,-76.694754,34.719926,22,162115.2456
P20350F37031,-76.695335,34.720343,22,162115.2456
P20350F37031,-76.694551,34.720923,22,162115.2456
P20350F37031,-76.694499,34.721719,22,162115.2456
P20350F37031,-76.694696,34.721790000000006,22,162115.2456
P20350F37031,-76.694599,34.722747999999996,22,162115.2456
P20350F37031,-76.697075,34.722809000000005,22,162115.2456
P20350F37031,-76.697012,34.723473,22,162115.2456
P20350F37031,-76.694142,34.723364000000004,22,162115.2456
P20350F37031,-76.6938,34.721039000000005,22,162115.2456
P20350F37031,-76.694732,34.720353,22,162115.2456
P20350F37031,-76.694213,34.719891,22,162115.2456
P20350F37031,-76.695138,34.718361,22,162115.2456
P20350F37031,-76.69376,34.715449,22,162115.2456
P20350F37031,-76.70441600000001,34.714528,22,162115.2456
P20350F37031,-76.70468000000001,34.71905,22,162115.2456
P20350F37031,-76.70396,34.718965999999995,22,162115.2456
P20351F22101,-91.216227,29.685875,10,73787.94398
P20351F22101,-91.215211,29.687862,10,73787.94398
P20351F22101,-91.214842,29.689190000000004,10,73787.94398
P20351F22101,-91.214548,29.691029999999998,10,73787.94398
P20351F22101,-91.214851,29.691879999999998,10,73787.94398
P20351F22101,-91.213876,29.692076,10,73787.94398
P20351F22101,-91.21370300000001,29.690843,10,73787.94398
P20351F22101,-91.21376,29.688246000000003,10,73787.94398
P20351F22101,-91.215398,29.68545,10,73787.94398
P20351F22101,-91.216227,29.685875,10,73787.94398
P20352F22101,-91.208083,29.688892,12,46699.09171
P20352F22101,-91.20875699999999,29.688384000000003,12,46699.09171
P20352F22101,-91.210367,29.690009000000003,12,46699.09171
P20352F22101,-91.21152,29.692659000000003,12,46699.09171
P20352F22101,-91.210078,29.692894,12,46699.09171
P20352F22101,-91.210417,29.692042999999998,12,46699.09171
P20352F22101,-91.21005600000001,29.690981,12,46699.09171
P20352F22101,-91.20976800000001,29.691028000000003,12,46699.09171
P20352F22101,-91.209577,29.690661,12,46699.09171
P20352F22101,-91.209363,29.690652000000004,12,46699.09171
P20352F22101,-91.209002,29.689590000000003,12,46699.09171
P20352F22101,-91.208083,29.688892,12,46699.09171
P20353F22101,-91.232919,29.672807000000002,11,119272.6275
P20353F22101,-91.231308,29.67405,11,119272.6275
P20353F22101,-91.228311,29.675203000000003,11,119272.6275
P20353F22101,-91.226325,29.676161999999998,11,119272.6275
P20353F22101,-91.224852,29.677471,11,119272.6275
P20353F22101,-91.223036,29.679692,11,119272.6275
P20353F22101,-91.22231500000001,29.679242,11,119272.6275
P20353F22101,-91.224051,29.677166999999997,11,119272.6275
P20353F22101,-91.227276,29.67465,11,119272.6275
P20353F22101,-91.23246,29.672159000000004,11,119272.6275
P20353F22101,-91.232919,29.672807000000002,11,119272.6275
P20354F37129,-77.957548,34.188348,8,257022.4146
P20354F37129,-77.956174,34.190106,8,257022.4146
P20354F37129,-77.955913,34.19061,8,257022.4146
P20354F37129,-77.955977,34.189802,8,257022.4146
P20354F37129,-77.955873,34.185359999999996,8,257022.4146
P20354F37129,-77.95731500000001,34.173406,8,257022.4146
P20354F37129,-77.95849399999999,34.173437,8,257022.4146
P20354F37129,-77.957548,34.188348,8,257022.4146
P20355F37129,-77.95156899999999,34.223029,5,83835.37441
P20355F37129,-77.952789,34.217092,5,83835.37441
P20355F37129,-77.954358,34.21734,5,83835.37441
P20355F37129,-77.95260999999999,34.223310999999995,5,83835.37441
P20355F37129,-77.95156899999999,34.223029,5,83835.37441
P20356F33015,-70.753248,43.078555,16,41555.68924
P20356F33015,-70.754285,43.079002,16,41555.68924
P20356F33015,-70.75541,43.079203,16,41555.68924
P20356F33015,-70.757061,43.078807,16,41555.68924
P20356F33015,-70.757853,43.079277000000005,16,41555.68924
P20356F33015,-70.758673,43.080107,16,41555.68924
P20356F33015,-70.758514,43.080135999999996,16,41555.68924
P20356F33015,-70.759038,43.080898,16,41555.68924
P20356F33015,-70.760514,43.080923999999996,16,41555.68924
P20356F33015,-70.760672,43.081219,16,41555.68924
P20356F33015,-70.76048399999999,43.081851,16,41555.68924
P20356F33015,-70.758612,43.08124,16,41555.68924
P20356F33015,-70.756778,43.079421,16,41555.68924
P20356F33015,-70.755319,43.079459,16,41555.68924
P20356F33015,-70.75305,43.078963,16,41555.68924
P20356F33015,-70.753248,43.078555,16,41555.68924
P20357F22101,-91.292919,29.504062,5,10392.53024
P20357F22101,-91.291449,29.504648,5,10392.53024
P20357F22101,-91.291083,29.504115999999996,5,10392.53024
P20357F22101,-91.292711,29.503565000000002,5,10392.53024
P20357F22101,-91.292919,29.504062,5,10392.53024
P20358F44005,-71.32313,41.490705,30,343880.7763
P20358F44005,-71.323002,41.49003,30,343880.7763
P20358F44005,-71.321196,41.49017,30,343880.7763
P20358F44005,-71.321301,41.489571999999995,30,343880.7763
P20358F44005,-71.322851,41.489413,30,343880.7763
P20358F44005,-71.32274100000001,41.488803999999995,30,343880.7763
P20358F44005,-71.318872,41.489404,30,343880.7763
P20358F44005,-71.317704,41.489504,30,343880.7763
P20358F44005,-71.317297,41.489568,30,343880.7763
P20358F44005,-71.31671,41.487434,30,343880.7763
P20358F44005,-71.31622,41.485958000000004,30,343880.7763
P20358F44005,-71.316346,41.485478,30,343880.7763
P20358F44005,-71.31645,41.484415999999996,30,343880.7763
P20358F44005,-71.316414,41.483652,30,343880.7763
P20358F44005,-71.315455,41.483582,30,343880.7763
P20358F44005,-71.315561,41.483098999999996,30,343880.7763
P20358F44005,-71.316055,41.483018,30,343880.7763
P20358F44005,-71.31617299999999,41.482507,30,343880.7763
P20358F44005,-71.316078,41.481895,30,343880.7763
P20358F44005,-71.316234,41.480857,30,343880.7763
P20358F44005,-71.315853,41.480545,30,343880.7763
P20358F44005,-71.31675200000001,41.480481,30,343880.7763
P20358F44005,-71.316603,41.478609999999996,30,343880.7763
P20358F44005,-71.31864300000001,41.478324,30,343880.7763
P20358F44005,-71.319029,41.487673,30,343880.7763
P20358F44005,-71.322771,41.487728000000004,30,343880.7763
P20358F44005,-71.324954,41.491186,30,343880.7763
P20358F44005,-71.321735,41.491358,30,343880.7763
P20358F44005,-71.321562,41.490798,30,343880.7763
P20358F44005,-71.32313,41.490705,30,343880.7763
P20359F78020,-64.793318,18.327458,8,12997.9068
P20359F78020,-64.79348399999999,18.327068,8,12997.9068
P20359F78020,-64.794924,18.326935,8,12997.9068
P20359F78020,-64.79545999999999,18.327363000000002,8,12997.9068
P20359F78020,-64.79463,18.327727,8,12997.9068
P20359F78020,-64.794498,18.327458,8,12997.9068
P20359F78020,-64.793601,18.327718,8,12997.9068
P20359F78020,-64.793318,18.327458,8,12997.9068
P20360F78020,-64.79556600000001,18.331055,5,7592.881856
P20360F78020,-64.796425,18.331412,5,7592.881856
P20360F78020,-64.796089,18.332088,5,7592.881856
P20360F78020,-64.795218,18.331484,5,7592.881856
P20360F78020,-64.79556600000001,18.331055,5,7592.881856
P20361F78020,-64.794106,18.331785,8,11363.30649
P20361F78020,-64.794524,18.332207999999998,8,11363.30649
P20361F78020,-64.794632,18.333004000000003,8,11363.30649
P20361F78020,-64.79439599999999,18.33319,8,11363.30649
P20361F78020,-64.793983,18.332541,8,11363.30649
P20361F78020,-64.793414,18.332801999999997,8,11363.30649
P20361F78020,-64.793224,18.332419,8,11363.30649
P20361F78020,-64.794106,18.331785,8,11363.30649
P20362F28059,-88.580462,30.345013,7,302459.6272
P20362F28059,-88.569773,30.344991999999998,7,302459.6272
P20362F28059,-88.56971999999999,30.35313,7,302459.6272
P20362F28059,-88.56719,30.353628999999998,7,302459.6272
P20362F28059,-88.568251,30.34396,7,302459.6272
P20362F28059,-88.579483,30.34419,7,302459.6272
P20362F28059,-88.580462,30.345013,7,302459.6272
P20363F28059,-88.564757,30.346135999999998,6,146676.6132
P20363F28059,-88.566101,30.344790000000003,6,146676.6132
P20363F28059,-88.56525699999999,30.351582,6,146676.6132
P20363F28059,-88.563046,30.351191999999998,6,146676.6132
P20363F28059,-88.563006,30.346927,6,146676.6132
P20363F28059,-88.564757,30.346135999999998,6,146676.6132
P20364F28059,-88.566285,30.360464,7,171523.3701
P20364F28059,-88.566427,30.363108,7,171523.3701
P20364F28059,-88.568206,30.3673,7,171523.3701
P20364F28059,-88.565587,30.368702000000003,7,171523.3701
P20364F28059,-88.56450600000001,30.367958,7,171523.3701
P20364F28059,-88.565477,30.360457,7,171523.3701
P20364F28059,-88.566285,30.360464,7,171523.3701
P20365F23009,-68.116781,44.432738,8,2975.179957
P20365F23009,-68.116937,44.433,8,2975.179957
P20365F23009,-68.11671700000001,44.433099,8,2975.179957
P20365F23009,-68.11627800000001,44.433039,8,2975.179957
P20365F23009,-68.115951,44.432801,8,2975.179957
P20365F23009,-68.116283,44.43258,8,2975.179957
P20365F23009,-68.116493,44.432534999999994,8,2975.179957
P20365F23009,-68.116781,44.432738,8,2975.179957
P20366F41009,-122.922719,46.087961,10,80852.34616
P20366F41009,-122.92768000000001,46.089262,10,80852.34616
P20366F41009,-122.928559,46.088944,10,80852.34616
P20366F41009,-122.929629,46.089504,10,80852.34616
P20366F41009,-122.930552,46.089483,10,80852.34616
P20366F41009,-122.932543,46.090083,10,80852.34616
P20366F41009,-122.934351,46.091026,10,80852.34616
P20366F41009,-122.934126,46.091713,10,80852.34616
P20366F41009,-122.92250700000001,46.088339000000005,10,80852.34616
P20366F41009,-122.922719,46.087961,10,80852.34616
P20367F26007,-83.430479,45.058840999999994,12,46447.42166
P20367F26007,-83.429716,45.059123,12,46447.42166
P20367F26007,-83.428372,45.058040999999996,12,46447.42166
P20367F26007,-83.42809399999999,45.05813,12,46447.42166
P20367F26007,-83.42830699999999,45.058871,12,46447.42166
P20367F26007,-83.428092,45.059385,12,46447.42166
P20367F26007,-83.426794,45.060317,12,46447.42166
P20367F26007,-83.425529,45.059587,12,46447.42166
P20367F26007,-83.427311,45.057942,12,46447.42166
P20367F26007,-83.428089,45.05774,12,46447.42166
P20367F26007,-83.428591,45.057404999999996,12,46447.42166
P20367F26007,-83.430479,45.058840999999994,12,46447.42166
P20368F23031,-70.737184,43.075029,27,160516.5475
P20368F23031,-70.737868,43.074767,27,160516.5475
