loc_id,siteno,airport_name,width,facility_id,start_x,start_y,end_x,end_y
"BRW","50054.3*A","WILEY POST-WILL ROGERS MEMORIAL",50,"10568411",-156.798776860999993,71.2848681943999907,-156.738371610999991,71.2848779722000074
"BTI","50055.5*A","BARTER ISLAND LRRS",50,"10568311",-143.601192556000001,70.1343278333000058,-143.562538167000014,70.1336483333000018
"WBQ","50058.*A","BEAVER",50,"10540411",-147.419287556,66.3606155833000031,-147.393717917000004,66.3638225277999965
"BET","50061.1*A","BETHEL",50,"10602711",-161.843503499999997,60.7717691110999993,-161.829248527999994,60.7878274722
"BET","50061.1*A","BETHEL",50,"10602711",-161.839916917000011,60.7710066389000048,-161.831005527999992,60.7810420556000039
"BET","50061.1*A","BETHEL",50,"10602711",-161.84768066700002,60.7813160556000014,-161.839549888999983,60.7781504443999978
"BTT","50062.*A","BETTLES",50,"10547211",-151.538689750000003,66.907944999999998,-151.519395333000006,66.9199374443999915
"BGQ","50068.6*A","BIG LAKE",50,"10577111",-149.82087222200002,61.5361277777999973,-149.806922221999997,61.5361166667000035
"Z91","50068.78*A","BIRCH CREEK",50,"10540011",-145.815510611000008,66.2798192778000015,-145.820901972000001,66.2691030832999957
"BCV","50069.*A","BIRCHWOOD",50,"10604511",-149.516187610999992,61.4117597500000016,-149.501661278,61.4202304443999978
"BCV","50069.*A","BIRCHWOOD",50,"10604511",-149.511663889000005,61.4135666666999995,-149.503761111000017,61.4182444443999955
"KTS","50072.5*A","BREVIG MISSION",50,"10575011",-166.473314028000004,65.3303264721999994,-166.462049194000002,65.3336616388999971
"KTS","50072.5*A","BREVIG MISSION",50,"10575011",-166.471863917000007,65.3334573611000025,-166.456810972,65.3282396389000013
"BVK","50073.1*A","BUCKLAND",50,"10566411",-161.158260500000011,65.9838669166999949,-161.140013332999985,65.9792588889000058
"LUR","50082.*A","CAPE LISBURNE LRRS",50,"10567811",-166.128966667000014,68.8763444443999902,-166.093197222000015,68.8739111111
"CZF","50088.*A","CAPE ROMANZOF LRRS",50,"10550911",-166.042472500000002,61.7771166667000031,-166.031458332999989,61.7865002777999948
"CEM","50090.*A","CENTRAL",50,"10547111",-144.789823638999991,65.5748386944000003,-144.771962333000005,65.5730700832999958
"CIK","50092.*A","CHALKYITSIK",50,"10546911",-143.750999722000017,66.6417686110999909,-143.728860556000001,66.6482758333000049
"CFK","50095.12*A","CHEFORNAK",50,"10602611",-164.279513888999986,60.1412083332999998,-164.278583333,60.1323833332999982
"C05","50095.7*A","CHENEGA BAY",50,"12421111",-147.995116667000019,60.0826611110999949,-147.994352777999978,60.0744611110999998
"VAK","50096.22*A","CHEVAK",50,"10549711",-165.605888888999999,61.5371753332999987,-165.595894778000002,61.5445148889000038
"AJC","50097.53*A","CHIGNIK",50,"10580811",-158.37685944399999,56.3085283332999964,-158.369616944000001,56.314396944399995
"CZO","50101.*A","CHISTOCHINA",50,"12309011",-144.676489360999994,62.5602235556000039,-144.668415527999997,62.5644491667000011
"9A3","50104.37*A","CHUATHBALUK",50,"11753511",-159.224986972000011,61.5803794166999978,-159.206272444000007,61.5777497500000024
"CRC","50106.5*A","CIRCLE CITY",50,"10546811",-144.076195111000004,65.8319963332999976,-144.076180943999987,65.8238526110999942
"CLP","50108.3*A","CLARKS POINT",50,"10595511",-158.526789388999987,58.8378494167000028,-158.531998028000004,58.8295210277999985
"Z84","50109.01*A","CLEAR",50,"10596111",-149.123581083000005,64.2958684721999987,-149.109501667000018,64.3049275556000026
"CDB","50114.*A","COLD BAY",50,"10608011",-162.732236110999992,55.1992027777999965,-162.702491667000004,55.197780555600005
"CDB","50114.*A","COLD BAY",50,"10608011",-162.737894444000005,55.2223611110999997,-162.719916667000007,55.1964555556000036
"CXF","50114.35*A","COLDFOOT",50,"10546711",-150.211399443999994,67.2475522221999995,-150.196356944000001,67.2568058332999925
"CDV","50124.*A","MERLE K (MUDHOLE) SMITH",50,"10554611",-145.496746110999993,60.4967099166999986,-145.458822139000006,60.4882903889000048
"CDV","50124.*A","MERLE K (MUDHOLE) SMITH",50,"10554611",-145.476586556000001,60.4914731389000053,-145.476710111000017,60.4862795278000007
"01AA","50132.11*A","DONLIN CREEK",50,"17134811",-158.24771666700002,62.0365888889000061,-158.225091667000015,62.0283638889000031
"SCC","50140.7*A","DEADHORSE",50,"10567411",-148.490458249999989,70.1924577500000026,-148.439871472000021,70.1970504443999914
"AK15","50140.72*A","ALPINE AIRSTRIP",50,"11624811",-150.960894361000015,70.3401256667000041,-150.928596972000008,70.3484181389000014
"37AA","50140.76*A","POINT THOMSON AIRSTRIP",50,"16092711",-146.308985500000006,70.1337479721999983,-146.271065472000004,70.1382566110999903
"4AK1","50140.8*A","INIGOK",50,"11159811",-153.091322222000002,69.9988808332999923,-153.063814167000004,70.0087805555999978
"DEE","50145.1*A","DEERING",50,"10566111",-162.774069749999995,66.0652083056000095,-162.760333083000006,66.0723656110999968
"DEE","50145.1*A","DEERING",50,"10566111",-162.774064527999997,66.0716997222000089,-162.759667972000017,66.0673779722000063
"BIG","50146.*A","ALLEN AAF",50,"10555711",-145.735169888999991,63.9863718610999967,-145.707352861000004,64.007734499999998
"BIG","50146.*A","ALLEN AAF",50,"10555711",-145.730345833000001,63.9914730556000038,-145.704976667000011,63.9910658332999986
"BIG","50146.*A","ALLEN AAF",50,"10555711",-145.735457027999985,63.9997134721999998,-145.704103277999991,63.9902235277999978
"DLG","50153.*A","DILLINGHAM",50,"10595411",-158.513092166999996,59.0368377222000049,-158.497931305999998,59.052510166700003
"EAA","50175.*A","EAGLE",50,"10555411",-141.16112958299999,64.7783046943999921,-141.138083722000005,64.7778814166999979
"EEK","50177.*A","EEK",50,"10602111",-162.042492777999996,60.2180766110999954,-162.045311139000006,60.209318638900001
"KEK","50182.*A","EKWOK",50,"10595211",-157.476658332999989,59.3533138889000043,-157.465616667000006,59.3603638889000038
"ELI","50197.*A","ELIM",50,"10576011",-162.275817611000008,64.6109159722000044,-162.265260306000016,64.6190335832999949
"ENM","50198.61*A","EMMONAK",50,"10550711",-164.491534916999996,62.792428000000001,-164.489965306000016,62.7798675278000005
"FBK","50216.*A","LADD AAF",50,"10593511",-147.642019443999999,64.837416666699994,-147.586958332999984,64.8378138889000013
"FBK","50216.*A","LADD AAF",50,"10593511",-147.641649999999998,64.8354999999999961,-147.594883332999984,64.8358499999999935
"EIL","50217.*A","EIELSON AFB",50,"10593711",-147.117919443999995,64.6842083333000062,-147.084958333000003,64.6470805555999988
"FAI","50219.*A","FAIRBANKS INTL",50,"10593611",-147.846555499999994,64.8160556110999977,-147.835075417000013,64.8222956667000005
"FAI","50219.*A","FAIRBANKS INTL",50,"10593611",-147.885884388999983,64.8026321110999959,-147.839202583000002,64.8280307777999951
"FAI","50219.*A","FAIRBANKS INTL",50,"10593611",-147.875621417000019,64.8002398610999961,-147.849907389000009,64.8142329722000028
"FAI","50219.*A","FAIRBANKS INTL",50,"10593611",-147.854608111000005,64.8161121943999916,-147.833230361000005,64.827731916700003
"KFP","50221.5*A","FALSE PASS",50,"10607911",-163.409625000000005,54.8503611110999998,-163.404483333000002,54.8452833332999958
"FYU","50235.*A","FORT YUKON",50,"10546311",-145.261247777999984,66.5690236110999933,-145.23141511099999,66.5757894167000046
"GBH","50257.5*A","GALBRAITH LAKE",50,"10568111",-149.498869194000008,68.4859451944000028,-149.480950777999993,68.4734064167000014
"GAL","50258.*A","EDWARD G. PITKA SR",50,"10546211",-156.947699443999994,64.7365900000000067,-156.929876388999986,64.7366311110999959
"GAL","50258.*A","EDWARD G. PITKA SR",50,"10546211",-156.960033417000005,64.7359203610999998,-156.913658556000001,64.7360851389000089
"GAM","50260.*A","GAMBELL",50,"10575911",-171.734702639000005,63.7727064167000037,-171.730865139000002,63.760521638900002
"GLV","50275.01*A","GOLOVIN",50,"10574811",-163.014636111000016,64.5460297222000037,-162.999704167000004,64.5548805556000076
"GNU","50277.*A","GOODNEWS",50,"10601811",-161.581964416999995,59.1163843332999974,-161.565369556000007,59.1193351110999998
"Z40","50278.6*A","GOOSE BAY",50,"10576511",-149.85123055599999,61.3946805556000044,-149.834138889000002,61.3942111110999988
"KGX","50280.69*A","GRAYLING",50,"10542711",-160.065861306000016,62.8975489167000035,-160.066932472000019,62.8866216943999987
"GKN","50281.*A","GULKANA",50,"10552011",-145.456613250000004,62.1617074999999986,-145.452058889,62.1481960556000033
"GST","50284.*A","GUSTAVUS",50,"10556911",-135.71819280599999,58.4200634722000061,-135.707423110999997,58.4265608056000048
"GST","50284.*A","GUSTAVUS",50,"10556911",-135.717279278000007,58.4327153333000027,-135.692500611000014,58.4197051943999952
"HNS","50296.*A","HAINES",50,"10591511",-135.533566388999986,59.245714722200006,-135.513508889000008,59.2419438889000034
"HRR","50308.*A","HEALY RIVER",50,"10596211",-148.970073582999987,63.8715241388999999,-148.967608167000009,63.863637194399999
"HOM","50320.*A","HOMER",50,"10587411",-151.491429944000004,59.6402939999999973,-151.461754832999986,59.6508041943999956
"HNH","50321.01*A","HOONAH",50,"10556711",-135.417268056000012,58.0952247222000011,-135.402126667000005,58.0969583333000017
"HPB","50322.*A","HOOPER BAY",50,"10550611",-166.151542667000001,61.527726194399996,-166.141708749999992,61.5200187777999972
"HUS","50328.*A","HUGHES",50,"10543211",-154.261975360999998,66.0435763889000071,-154.267418638999999,66.0346053056000102
"IGG","50338.*A","IGIUGIG",50,"10580111",-155.909408611000003,59.3227722222000011,-155.894136666999998,59.3253111110999996
"ILI","50340.*A","ILIAMNA",50,"10580011",-154.924056582999981,59.7518855000000002,-154.896509500000008,59.7513040832999991
"ILI","50340.*A","ILIAMNA",50,"10580011",-154.909616,59.7626201389000045,-154.913716361000013,59.7496521943999923
"ILI","50340.*A","ILIAMNA",50,"10580011",-154.92083333299999,59.7591666667000041,-154.936944444000005,59.7602777777999989
"ILI","50340.*A","ILIAMNA",50,"10580011",-154.926944443999986,59.7611111111,-154.93194444400001,59.7536111110999997
"JNU","50385.*A","JUNEAU INTL",50,"10590911",-134.596969443999996,58.3578472222000002,-134.552397221999996,58.3516333333000006
"AFE","50393.01*A","KAKE",50,"10549211",-133.91794999999999,56.9648722222000004,-133.902572222000003,56.9578527777999994
"KLG","50397.*A","KALSKAG",50,"10601311",-160.350313889000006,61.5356222222000042,-160.33234722200001,61.5369277777999955
"KAL","50398.*A","KALTAG",50,"10543011",-158.750442305999997,64.3152419167000033,-158.732169749999997,64.3227179999999947
"KYK","50399.7*A","KARLUK",50,"10584011",-154.458149805999994,57.5674986389000054,-154.449479611000015,57.5646256667000031
"ENA","50410.*A","KENAI MUNI",50,"10587511",-151.258387499999998,60.5631113889000048,-151.23593783299998,60.5814599166999983
"ENA","50410.*A","KENAI MUNI",50,"10587511",-151.238311111000002,60.5749615000000006,-151.232570888999987,60.5796473610999939
"KTN","50412.03*A","KETCHIKAN INTL",50,"10586111",-131.723826750000001,55.3614121110999946,-131.698609833000006,55.346741083299996
"IAN","50412.9*A","BOB BAKER MEMORIAL",50,"10565911",-160.448284722000011,66.9753022221999998,-160.424784167000013,66.9766058332999989
"KVC","50414.1*A","KING COVE",50,"10607811",-162.274599999999992,55.1161944443999943,-162.257891666999996,55.1165027777999939
"AKN","50416.*A","KING SALMON",50,"10598511",-156.6647265,58.6839399999999998,-156.629897222000011,58.6676888889000026
"AKN","50416.*A","KING SALMON",50,"10598511",-156.648781638999992,58.6832731943999946,-156.654710639000001,58.6727221389000064
"IIK","50416.31*A","KIPNUK",50,"10601611",-164.027674999999988,59.9360111110999938,-164.029108332999982,59.9272861110999955
"KVL","50417.*A","KIVALINA",50,"10565811",-164.57085361099999,67.7391536110999937,-164.556138332999979,67.7331488889000042
"AKW","50420.01*A","KLAWOCK",50,"10564311",-133.083622222000002,55.5739222222000038,-133.068372221999994,55.5845416666999981
"OBU","50422.1*A","KOBUK",50,"10565711",-156.910781832999987,66.9138580000000047,-156.883882389000007,66.9108208332999936
"ADQ","50425.*A","KODIAK",50,"10585511",-152.519035916999997,57.7521916110999953,-152.480411167,57.7514660556000052
"ADQ","50425.*A","KODIAK",50,"10585511",-152.502267111000009,57.7549197499999991,-152.480205832999985,57.7460213610999986
"ADQ","50425.*A","KODIAK",50,"10585511",-152.482834556,57.752941749999998,-152.492583667000019,57.7402612777999948
"9K2","50426.25*A","KOKHANOK",50,"11788511",-154.811338888999984,59.4325583333000012,-154.793847222000011,59.4340138889000045
"DUY","50426.6*A","KONGIGANAK",50,"10602211",-162.883044444000006,59.9585861110999971,-162.878141666999994,59.9646749999999997
"2A9","50427.61*A","KOTLIK",50,"10551111",-163.539735250000007,63.025498611099998,-163.525526667000008,63.0356544443999951
"OTZ","50429.*A","RALPH WIEN MEMORIAL",50,"10565511",-162.609345027999979,66.8894361110999967,-162.569175472000012,66.8861378332999976
"OTZ","50429.*A","RALPH WIEN MEMORIAL",50,"10565511",-162.609323861000007,66.8851066388999982,-162.615803277999987,66.8748244443999909
"KKA","50433.2*A","KOYUK ALFRED ADAMS",50,"10575211",-161.158196388999983,64.935766944400001,-161.150334721999997,64.9432672222000065
"KYU","50436.*A","KOYUKUK",50,"10542611",-157.743055889000004,64.8747623056000009,-157.717815306000006,64.8768711111000016
"KWT","50438.5*A","KWETHLUK",50,"10600811",-161.441242167000013,60.7945490277999951,-161.446143917000001,60.7861324443999962
"GGV","50438.61*A","KWIGILLINGOK",50,"12478211",-163.169372222000021,59.878002777799999,-163.166702778000001,59.8731666667000013
"2A3","50439.71*A","LARSEN BAY",50,"10585811",-153.982390306000013,57.5330475278000009,-153.970969167000021,57.5371032778
"4AK","50451.*A","LIVENGOOD CAMP",50,"11159711",-148.655233332999984,65.4720333333000042,-148.654050000000012,65.4681833333000043
"MCG","50467.*A","MC GRATH",50,"10542411",-155.618830556000006,62.9567777777999993,-155.607727777999997,62.9588638889000052
"MCG","50467.*A","MC GRATH",50,"10542411",-155.60530555599999,62.9592000000000027,-155.604605555999996,62.9429722222000052
"MLY","50475.*A","MANLEY HOT SPRINGS",50,"10542111",-150.643721777999986,64.9923042222000049,-150.651419443999998,64.9835972222000038
"MYU","50488.5*A","MEKORYUK",50,"10600611",-166.278391666999994,60.3697500000000034,-166.262824999999992,60.3730888888999999
"MDO","50492.*A","MIDDLETON ISLAND",50,"10551811",-146.312852167000017,59.4442086389000011,-146.303290193999999,59.451344749999997
"MDO","50492.*A","MIDDLETON ISLAND",50,"10551811",-146.307525861000016,59.4562761110999958,-146.303459250000003,59.4527318610999984
"MHM","50497.*A","MINCHUMINA",50,"10542211",-152.311013972000012,63.8819354167000029,-152.292671861000002,63.8900282222000016
"51Z","50498.1*A","MINTO AL WRIGHT",50,"10547811",-149.375996471999997,65.1447237221999984,-149.361181499999986,65.1516173889000072
"MOU","50502.*A","MOUNTAIN VILLAGE",50,"10550211",-163.688341832999981,62.0907563889000045,-163.677355388999985,62.0988265278
"WNA","50520.01*A","NAPAKIAK",50,"10599211",-161.979177777999979,60.6947601110999955,-161.977800250000001,60.6859010833000028
"PKA","50520.18*A","NAPASKIAK",50,"10600011",-161.782588610999994,60.6993861110999973,-161.774026388999999,60.7064383332999995
"ENN","50524.*A","NENANA MUNI",50,"10546611",-149.087063889000007,64.5456083332999953,-149.062027777999987,64.552097222200004
"ENN","50524.*A","NENANA MUNI",50,"10546611",-149.083686110999992,64.5455249999999978,-149.069969444000009,64.5490805555999998
"ENN","50524.*A","NENANA MUNI",50,"10546611",-149.080730555999992,64.5426472222000029,-149.061769443999992,64.5481555556000046
"EWU","50529.*A","NEWTOK",50,"10601911",-164.644235722000019,60.9417708889000025,-164.638240917000019,60.9364995832999981
"IGT","50529.75*A","NIGHTMUTE",50,"10601711",-164.709727778000001,60.4658500000000032,-164.698347221999995,60.4724916667000016
"IKO","50530.*A","NIKOLSKI AS",50,"10605311",-168.856999833000003,52.9415956110999986,-168.841078472000021,52.9415273610999932
"WTK","50536.1*A","NOATAK",50,"10564911",-162.985786582999992,67.5561244999999957,-162.975058361000009,67.5662337221999962
"94Z","50538.*A","NOME CITY FIELD",50,"11689211",-165.394480221999999,64.509484999999998,-165.385980222000001,64.5133595556000046
"OME","50540.*A","NOME",50,"10574711",-165.451807416999998,64.5072344167000011,-165.428277306000012,64.5186181110999968
"OME","50540.*A","NOME",50,"10574711",-165.468044249999991,64.5143081944000016,-165.432210472000008,64.5087628332999969
"5NN","50540.1*A","NONDALTON",50,"10581011",-154.843843888999999,59.9771972222000045,-154.83450583299998,59.9832630556000055
"ORT","50544.*A","NORTHWAY",50,"10555211",-141.942945750000007,62.9594974999999977,-141.913210193999987,62.9628493610999982
"AQT","50548.8*A","NUIQSUT",50,"10571811",-151.023826638999992,70.2076558610999939,-150.989132194000007,70.2120110000000039
"NUL","50550.*A","NULATO",50,"10541811",-158.082784443999998,64.7252477777999928,-158.065659444000005,64.7333738889000045
"16A","50552.1*A","NUNAPITCHUK",50,"10603411",-162.438740805999998,60.909196666699998,-162.442440332999979,60.9028260277999962
"PAQ","50584.*A","PALMER MUNI",50,"10577011",-149.100644443999983,61.594988888900005,-149.081574999999987,61.5910722222000047
"PAQ","50584.*A","PALMER MUNI",50,"10577011",-149.087497221999996,61.6039888889000053,-149.087394443999983,61.5875527777999991
"PAQ","50584.*A","PALMER MUNI",50,"10577011",-149.088044443999991,61.5981111110999962,-149.088008333000005,61.5938416667000013
"AK1","50585.14*A","BUTTE MUNI",50,"11624511",-149.02281111100001,61.5303499999999985,-149.012461110999993,61.530280555600001
"4K0","50587.7*A","PEDRO BAY",50,"10581111",-154.137600111000012,59.798403388900006,-154.122348749999986,59.7955066943999967
"PSG","50590.2*A","PETERSBURG JAMES A JOHNSON",50,"10548811",-132.961303278000003,56.798583583300001,-132.931159082999983,56.8043595832999983
"PNP","50593.*A","PILOT POINT",50,"10578311",-157.580313888999996,57.5803805556000015,-157.563600000000008,57.5803805556000015
"0AK","50594.7*A","PILOT STATION",50,"10551211",-162.906930193999983,61.9346298056000037,-162.892193249999991,61.9344601389000005
"PTU","50598.*A","PLATINUM",50,"10599911",-161.828984193999986,59.0198153889000068,-161.821548138999987,59.0116399443999953
"PHO","50601.*A","POINT HOPE",50,"10567611",-166.804883082999993,68.3437042778000006,-166.793684444000007,68.3537975277999976
"PIZ","50601.3*A","POINT LAY LRRS",50,"10567511",-163.021858332999983,69.7306388889000033,-162.98882222200001,69.7351138889000026
"A14","50609.31*A","PORTAGE CREEK",50,"10595711",-157.716491667000014,58.9040916666999976,-157.712880556000016,58.9076555556000017
"A14","50609.31*A","PORTAGE CREEK",50,"10595711",-157.713163888999986,58.9080222222000032,-157.703775000000007,58.9060194443999947
"KPC","50612.6*A","PORT CLARENCE CGS",50,"10575111",-166.857616667000002,65.2596027777999979,-166.857638888999986,65.2473083332999977
"PTH","50615.*A","PORT HEIDEN",50,"10578111",-158.634236111000007,56.9568833332999986,-158.61064166700001,56.9614833333000021
"PTH","50615.*A","PORT HEIDEN",50,"10578111",-158.652405555999991,56.9636138889000065,-158.641627777999986,56.9543833333000009
"ORI","50615.2*A","PORT LIONS",50,"10583711",-152.853125000000006,57.8843527777999967,-152.842019443999988,57.8854972222000015
"PPC","50620.2*A","PROSPECT CREEK",50,"10541611",-150.652815722000014,66.8083023610999902,-150.634399443999996,66.8197781389000056
"AQH","50623.4*A","QUINHAGAK",50,"10602911",-161.853159110999997,59.7588990556000041,-161.83757374999999,59.751287750000003
"RMP","50645.*A","RAMPART",50,"10541411",-150.148511221999996,65.5115013889000011,-150.133154528000006,65.504293305600001
"RDV","50648.*A","RED DEVIL",50,"10599811",-157.362215332999995,61.7914441943999933,-157.338307582999988,61.784686583300001
"RBY","50670.*A","RUBY",50,"10541511",-155.479789694000004,64.7237619443999961,-155.459958083000004,64.730671000000001
"RSH","50672.*A","RUSSIAN MISSION",50,"10550011",-161.318048666999999,61.7797940000000025,-161.320754917000016,61.7699771943999991
"PBV","50680.4*A","ST GEORGE",50,"12251211",-169.674612556,56.5805812500000016,-169.652856082999989,56.5741205833000009
"KSM","50680.8*A","ST MARY'S",50,"10550411",-163.310893332999996,62.0532130556000041,-163.302250221999998,62.0541224999999983
"KSM","50680.8*A","ST MARY'S",50,"10550411",-163.299893472000008,62.0708501110999933,-163.301382472,62.0544340000000005
"SNP","50682.*A","ST PAUL ISLAND",50,"10605011",-170.219810222000007,57.1750623332999979,-170.225297138999991,57.1575238889000019
"SDP","50684.4*A","SAND POINT",50,"10606211",-160.527943249999993,55.3197863610999931,-160.514905472000009,55.3076043056000017
"SVA","50687.*A","SAVOONGA",50,"10573911",-170.504852777999986,63.6832222222000013,-170.481469443999998,63.6893083332999979
"SCM","50690.*A","SCAMMON BAY",50,"10549911",-165.58171527799999,61.8461730556000049,-165.565783332999985,61.8429091667000037
"WLK","50692.*A","SELAWIK",50,"10565011",-159.992214555999993,66.5972993056000035,-159.975666943999983,66.6022039722000017
"WLK","50692.*A","SELAWIK",50,"10565011",-159.996583888999993,66.6015867499999956,-159.97903513899999,66.5995465832999969
"SOV","50693.*A","SELDOVIA",50,"10586811",-151.704686111000001,59.446422222200006,-151.705394444000007,59.4413861110999946
"SWD","50696.*A","SEWARD",50,"10586711",-149.421861110999998,60.1350166667000039,-149.408097222000009,60.1246888889000033
"SWD","50696.*A","SEWARD",50,"10586711",-149.420852777999983,60.1336666667000017,-149.42010555600001,60.1274138889000014
"SHX","50696.7*A","SHAGELUK",50,"10541211",-159.569270249999988,62.696958194399997,-159.569162444,62.687660472200001
"2C7","50697.*A","SHAKTOOLIK",50,"10576311",-161.228764361000003,64.3761538610999935,-161.219180639000001,64.3660338610999929
"SXP","50698.71*A","SHELDON POINT",50,"10549811",-164.85164850000001,62.516731638900005,-164.843637556000004,62.5240997499999978
"SHH","50701.01*A","SHISHMAREF",50,"10574611",-166.104535667000022,66.2465385277999985,-166.07421136100001,66.2526277778000008
"SHG","50702.1*A","SHUNGNAK",50,"10565211",-157.174850805999995,66.8905215833,-157.149963221999997,66.8856291111000019
"SIT","50703.*A","SITKA ROCKY GUTIERREZ",50,"10557711",-135.373031166999994,57.0534755277999963,-135.350162082999987,57.0407798333000002
"SLQ","50711.*A","SLEETMUTE",50,"10599711",-157.167991666999995,61.7046388888999999,-157.163769443999996,61.6963972222000052
"SXQ","50713.2*A","SOLDOTNA",50,"10586611",-151.052094444000005,60.4749611110999936,-151.024383333000003,60.4749555556000047
"WSN","50714.45*A","SOUTH NAKNEK NR 2",50,"10598211",-157.008588277999991,58.7026375278000003,-156.998185027999995,58.7056446667000031
"WSN","50714.45*A","SOUTH NAKNEK NR 2",50,"10598211",-157.007764860999998,58.7040937221999997,-156.996326667000005,58.6972528610999973
"SVW","50714.6*A","SPARREVOHN LRRS",50,"10599511",-155.574786111000009,61.1030027778000004,-155.574780556000007,61.0914333332999959
"WBB","50719.4*A","STEBBINS",50,"10573411",-162.286281110999994,63.5141902499999986,-162.269733639000009,63.517748083299999
"SVS","50721.*A","STEVENS VILLAGE",50,"10541111",-149.067058750000001,66.0153794443999971,-149.04167338900001,66.0189593611000021
"SRV","50722.01*A","STONY RIVER 2",50,"10599611",-156.585904639000006,61.7930744167000014,-156.591133611000004,61.786405305600006
"TCT","50735.*A","TAKOTNA",50,"10540911",-156.037777777999992,62.9903055556000027,-156.021666667000005,62.9955555556000064
"TLJ","50736.*A","TATALINA LRRS",50,"10540711",-155.97755833299999,62.9001083332999968,-155.978466667000021,62.8897222221999996
"TKA","50738.*A","TALKEETNA",50,"10576811",-150.089008332999981,62.3247750000000025,-150.098363888999984,62.3162499999999966
"TAL","50746.*A","RALPH M CALHOUN MEMORIAL",50,"10541011",-152.122417278,65.1743267777999904,-152.093805360999994,65.1744686666999939
"7KA","50749.1*A","TATITLEK",50,"10554711",-146.696232610999999,60.8767985277999983,-146.686110082999988,60.8679586666999981
"3T4","50759.01*A","TETLIN",50,"10555111",-142.528306832999988,63.1255929167000005,-142.508776582999985,63.1237881943999923
"TNC","50760.*A","TIN CITY LRRS",50,"10573711",-167.92392447200001,65.5704378056000081,-167.920992221999995,65.5576288610999995
"TOG","50764.4*A","TOGIAK",50,"10594611",-160.406183333000001,59.0486416667,-160.390297222000015,59.0574694443999988
"TOG","50764.4*A","TOGIAK",50,"10594611",-160.393450000000001,59.0566777777999974,-160.388602778000006,59.0556861110999947
"6K8","50764.72*A","TOK JUNCTION",50,"10555811",-142.96121972200001,63.3300594443999927,-142.946148332999996,63.3289691666999985
