sourceTypeID,roadTypeID,hourDayID,avgSpeedBinID,avgSpeedFraction
11,2,212,4,0
11,2,212,5,0
11,2,212,6,0
11,2,212,7,0
11,2,212,8,0
11,2,212,9,0
11,2,212,10,0
11,2,212,11,0
11,2,212,12,0.0091073
11,2,212,13,0.0285067
11,2,212,14,0.0988925
11,2,212,15,0.248298
11,2,212,16,0.615196
11,2,215,1,0
11,2,215,2,0
11,2,215,3,0
11,2,215,4,0
11,2,215,5,0
11,2,215,6,0
11,2,215,7,0
11,2,215,8,0
11,2,215,9,0
11,2,215,10,0
11,2,215,11,0
11,2,215,12,0.0091073
11,2,215,13,0.0285067
11,2,215,14,0.0988925
11,2,215,15,0.248298
11,2,215,16,0.615196
11,2,222,1,0
11,2,222,2,0
11,2,222,3,0
11,2,222,4,0
11,2,222,5,0
11,2,222,6,0
11,2,222,7,0
11,2,222,8,0
11,2,222,9,0
11,2,222,10,0
11,2,222,11,0
11,2,222,12,0.0091073
11,2,222,13,0.0285067
11,2,222,14,0.0988925
11,2,222,15,0.248298
11,2,222,16,0.615196
11,2,225,1,0
11,2,225,2,0
11,2,225,3,0
11,2,225,4,0
11,2,225,5,0
11,2,225,6,0
11,2,225,7,0
11,2,225,8,0
11,2,225,9,0
11,2,225,10,0
11,2,225,11,0
11,2,225,12,0.0091073
11,2,225,13,0.0285067
11,2,225,14,0.0988925
11,2,225,15,0.248298
11,2,225,16,0.615196
11,2,232,1,0
11,2,232,2,0
11,2,232,3,0
11,2,232,4,0
11,2,232,5,0
11,2,232,6,0
11,2,232,7,0
11,2,232,8,0
11,2,232,9,0
11,2,232,10,0
11,2,232,11,0
11,2,232,12,0.0091073
11,2,232,13,0.0285067
11,2,232,14,0.0988925
11,2,232,15,0.248298
11,2,232,16,0.615196
11,2,235,1,0
11,2,235,2,0
11,2,235,3,0
11,2,235,4,0
11,2,235,5,0
11,2,235,6,0
11,2,235,7,0
11,2,235,8,0
11,2,235,9,0
11,2,235,10,0
11,2,235,11,0
11,2,235,12,0.0091073
11,2,235,13,0.0285067
11,2,235,14,0.0988925
11,2,235,15,0.248298
11,2,235,16,0.615196
11,2,242,1,0
11,2,242,2,0
11,2,242,3,0
11,2,242,4,0
11,2,242,5,0
11,2,242,6,0
11,2,242,7,0
11,2,242,8,0
11,2,242,9,0
11,2,242,10,0
11,2,242,11,0
11,2,242,12,0.0091073
11,2,242,13,0.0285067
11,2,242,14,0.0988925
11,2,242,15,0.248298
11,2,242,16,0.615196
11,2,245,1,0
11,2,245,2,0
11,2,245,3,0
11,2,245,4,0
11,2,245,5,0
11,2,245,6,0
11,2,245,7,0
11,2,245,8,0
11,2,245,9,0
11,2,245,10,0
11,2,245,11,0
11,2,245,12,0.0091073
11,2,245,13,0.0285067
11,2,245,14,0.0988925
11,2,245,15,0.248298
11,2,245,16,0.615196
11,3,12,1,0.00224224
11,3,12,2,0.0107073
11,3,12,3,0.0172897
11,3,12,4,0.0388853
11,3,12,5,0.0468262
11,3,12,6,0.0249236
11,3,12,7,0.0427472
11,3,12,8,0.0568322
11,3,12,9,0.166133
11,3,12,10,0.158276
11,3,12,11,0.171038
11,3,12,12,0.101443
11,3,12,13,0.0827913
11,3,12,14,0.0428538
11,3,12,15,0.0277971
11,3,12,16,0.00921441
11,3,15,1,0.00224224
11,3,15,2,0.0107073
11,3,15,3,0.0172897
11,3,15,4,0.0388853
11,3,15,5,0.0468262
11,3,15,6,0.0249236
11,3,15,7,0.0427472
11,3,15,8,0.0568322
11,3,15,9,0.166133
11,3,15,10,0.158276
11,3,15,11,0.171038
11,3,15,12,0.101443
11,3,15,13,0.0827913
11,3,15,14,0.0428538
11,3,15,15,0.0277971
11,3,15,16,0.00921441
11,3,22,1,0.00224224
11,3,22,2,0.0107073
11,3,22,3,0.0172897
11,3,22,4,0.0388853
11,3,22,5,0.0468262
11,3,22,6,0.0249236
11,3,22,7,0.0427472
11,3,22,8,0.0568322
11,3,22,9,0.166133
11,3,22,10,0.158276
11,3,22,11,0.171038
11,3,22,12,0.101443
11,3,22,13,0.0827913
11,3,22,14,0.0428538
11,3,22,15,0.0277971
11,3,22,16,0.00921441
11,3,25,1,0.00224224
11,3,25,2,0.0107073
11,3,25,3,0.0172897
11,3,25,4,0.0388853
11,3,25,5,0.0468262
11,3,25,6,0.0249236
11,3,25,7,0.0427472
11,3,25,8,0.0568322
11,3,25,9,0.166133
11,3,25,10,0.158276
11,3,25,11,0.171038
11,3,25,12,0.101443
11,3,25,13,0.0827913
11,3,25,14,0.0428538
11,3,25,15,0.0277971
11,3,25,16,0.00921441
11,3,32,1,0.00224224
11,3,32,2,0.0107073
11,3,32,3,0.0172897
11,3,32,4,0.0388853
11,3,32,5,0.0468262
11,3,32,6,0.0249236
11,3,32,7,0.0427472
11,3,32,8,0.0568322
11,3,32,9,0.166133
11,3,32,10,0.158276
11,3,32,11,0.171038
11,3,32,12,0.101443
11,3,32,13,0.0827913
11,3,32,14,0.0428538
11,3,32,15,0.0277971
11,3,32,16,0.00921441
11,3,35,1,0.00224224
11,3,35,2,0.0107073
11,3,35,3,0.0172897
11,3,35,4,0.0388853
11,3,35,5,0.0468262
11,3,35,6,0.0249236
11,3,35,7,0.0427472
11,3,35,8,0.0568322
11,3,35,9,0.166133
11,3,35,10,0.158276
11,3,35,11,0.171038
11,3,35,12,0.101443
11,3,35,13,0.0827913
11,3,35,14,0.0428538
11,3,35,15,0.0277971
11,3,35,16,0.00921441
11,3,42,1,0.00224224
11,3,42,2,0.0107073
11,3,42,3,0.0172897
11,3,42,4,0.0388853
11,3,42,5,0.0468262
11,3,42,6,0.0249236
11,3,42,7,0.0427472
11,3,42,8,0.0568322
11,3,42,9,0.166133
11,3,42,10,0.158276
11,3,42,11,0.171038
11,3,42,12,0.101443
11,3,42,13,0.0827913
11,3,42,14,0.0428538
11,3,42,15,0.0277971
11,3,42,16,0.00921441
11,3,45,1,0.00224224
11,3,45,2,0.0107073
11,3,45,3,0.0172897
11,3,45,4,0.0388853
11,3,45,5,0.0468262
11,3,45,6,0.0249236
11,3,45,7,0.0427472
11,3,45,8,0.0568322
11,3,45,9,0.166133
11,3,45,10,0.158276
11,3,45,11,0.171038
11,3,45,12,0.101443
11,3,45,13,0.0827913
11,3,45,14,0.0428538
11,3,45,15,0.0277971
11,3,45,16,0.00921441
11,3,52,1,0.00224224
11,3,52,2,0.0107073
11,3,52,3,0.0172897
11,3,52,4,0.0388853
11,3,52,5,0.0468262
11,3,52,6,0.0249236
11,3,52,7,0.0427472
11,3,52,8,0.0568322
11,3,52,9,0.166133
11,3,52,10,0.158276
11,3,52,11,0.171038
11,3,52,12,0.101443
11,3,52,13,0.0827913
11,3,52,14,0.0428538
11,3,52,15,0.0277971
11,3,52,16,0.00921441
11,3,55,1,0.00224224
11,3,55,2,0.0107073
11,3,55,3,0.0172897
11,3,55,4,0.0388853
11,3,55,5,0.0468262
11,3,55,6,0.0249236
11,3,55,7,0.0427472
11,3,55,8,0.0568322
11,3,55,9,0.166133
11,3,55,10,0.158276
11,3,55,11,0.171038
11,3,55,12,0.101443
11,3,55,13,0.0827913
11,3,55,14,0.0428538
11,3,55,15,0.0277971
11,3,55,16,0.00921441
11,3,62,1,0.00224224
11,3,62,2,0.0107073
11,3,62,3,0.0172897
11,3,62,4,0.0388853
11,3,62,5,0.0468262
11,3,62,6,0.0249236
11,3,62,7,0.0427472
11,3,62,8,0.0568322
11,3,62,9,0.166133
11,3,62,10,0.158276
11,3,62,11,0.171038
11,3,62,12,0.101443
11,3,62,13,0.0827913
11,3,62,14,0.0428538
11,3,62,15,0.0277971
11,3,62,16,0.00921441
11,3,65,1,0.00224224
11,3,65,2,0.0107073
11,3,65,3,0.0172897
11,3,65,4,0.0388853
11,3,65,5,0.0468262
11,3,65,6,0.0249236
11,3,65,7,0.0427472
11,3,65,8,0.0568322
11,3,65,9,0.166133
11,3,65,10,0.158276
11,3,65,11,0.171038
11,3,65,12,0.101443
11,3,65,13,0.0827913
11,3,65,14,0.0428538
11,3,65,15,0.0277971
11,3,65,16,0.00921441
11,3,72,1,0.00224224
11,3,72,2,0.0107073
11,3,72,3,0.0172897
11,3,72,4,0.0388853
11,3,72,5,0.0468262
11,3,72,6,0.0249236
11,3,72,7,0.0427472
11,3,72,8,0.0568322
11,3,72,9,0.166133
11,3,72,10,0.158276
11,3,72,11,0.171038
11,3,72,12,0.101443
11,3,72,13,0.0827913
11,3,72,14,0.0428538
11,3,72,15,0.0277971
11,3,72,16,0.00921441
11,3,75,1,0.00224224
11,3,75,2,0.0107073
11,3,75,3,0.0172897
11,3,75,4,0.0388853
11,3,75,5,0.0468262
11,3,75,6,0.0249236
11,3,75,7,0.0427472
11,3,75,8,0.0568322
11,3,75,9,0.166133
11,3,75,10,0.158276
11,3,75,11,0.171038
11,3,75,12,0.101443
11,3,75,13,0.0827913
11,3,75,14,0.0428538
11,3,75,15,0.0277971
11,3,75,16,0.00921441
11,3,82,1,0.00224224
11,3,82,2,0.0107073
11,3,82,3,0.0172897
11,3,82,4,0.0388853
11,3,82,5,0.0468262
11,3,82,6,0.0249236
11,3,82,7,0.0427472
11,3,82,8,0.0568322
11,3,82,9,0.166133
11,3,82,10,0.158276
11,3,82,11,0.171038
11,3,82,12,0.101443
11,3,82,13,0.0827913
11,3,82,14,0.0428538
11,3,82,15,0.0277971
11,3,82,16,0.00921441
11,3,85,1,0.00224224
11,3,85,2,0.0107073
11,3,85,3,0.0172897
11,3,85,4,0.0388853
11,3,85,5,0.0468262
11,3,85,6,0.0249236
11,3,85,7,0.0427472
11,3,85,8,0.0568322
11,3,85,9,0.166133
11,3,85,10,0.158276
11,3,85,11,0.171038
11,3,85,12,0.101443
11,3,85,13,0.0827913
11,3,85,14,0.0428538
11,3,85,15,0.0277971
11,3,85,16,0.00921441
11,3,92,1,0.00224224
11,3,92,2,0.0107073
11,3,92,3,0.0172897
11,3,92,4,0.0388853
11,3,92,5,0.0468262
11,3,92,6,0.0249236
11,3,92,7,0.0427472
11,3,92,8,0.0568322
11,3,92,9,0.166133
11,3,92,10,0.158276
11,3,92,11,0.171038
11,3,92,12,0.101443
11,3,92,13,0.0827913
11,3,92,14,0.0428538
11,3,92,15,0.0277971
11,3,92,16,0.00921441
11,3,95,1,0.00224224
11,3,95,2,0.0107073
11,3,95,3,0.0172897
11,3,95,4,0.0388853
11,3,95,5,0.0468262
11,3,95,6,0.0249236
11,3,95,7,0.0427472
11,3,95,8,0.0568322
11,3,95,9,0.166133
11,3,95,10,0.158276
11,3,95,11,0.171038
11,3,95,12,0.101443
11,3,95,13,0.0827913
11,3,95,14,0.0428538
11,3,95,15,0.0277971
11,3,95,16,0.00921441
11,3,102,1,0.00224224
11,3,102,2,0.0107073
11,3,102,3,0.0172897
11,3,102,4,0.0388853
11,3,102,5,0.0468262
11,3,102,6,0.0249236
11,3,102,7,0.0427472
11,3,102,8,0.0568322
11,3,102,9,0.166133
11,3,102,10,0.158276
11,3,102,11,0.171038
11,3,102,12,0.101443
11,3,102,13,0.0827913
11,3,102,14,0.0428538
11,3,102,15,0.0277971
11,3,102,16,0.00921441
11,3,105,1,0.00224224
11,3,105,2,0.0107073
11,3,105,3,0.0172897
11,3,105,4,0.0388853
11,3,105,5,0.0468262
11,3,105,6,0.0249236
11,3,105,7,0.0427472
11,3,105,8,0.0568322
11,3,105,9,0.166133
11,3,105,10,0.158276
11,3,105,11,0.171038
11,3,105,12,0.101443
11,3,105,13,0.0827913
11,3,105,14,0.0428538
11,3,105,15,0.0277971
11,3,105,16,0.00921441
11,3,112,1,0.00224224
11,3,112,2,0.0107073
11,3,112,3,0.0172897
11,3,112,4,0.0388853
11,3,112,5,0.0468262
11,3,112,6,0.0249236
11,3,112,7,0.0427472
11,3,112,8,0.0568322
11,3,112,9,0.166133
11,3,112,10,0.158276
11,3,112,11,0.171038
11,3,112,12,0.101443
11,3,112,13,0.0827913
11,3,112,14,0.0428538
11,3,112,15,0.0277971
11,3,112,16,0.00921441
11,3,115,1,0.00224224
11,3,115,2,0.0107073
11,3,115,3,0.0172897
11,3,115,4,0.0388853
11,3,115,5,0.0468262
11,3,115,6,0.0249236
11,3,115,7,0.0427472
11,3,115,8,0.0568322
11,3,115,9,0.166133
11,3,115,10,0.158276
11,3,115,11,0.171038
11,3,115,12,0.101443
11,3,115,13,0.0827913
11,3,115,14,0.0428538
11,3,115,15,0.0277971
11,3,115,16,0.00921441
11,3,122,1,0.00224224
11,3,122,2,0.0107073
11,3,122,3,0.0172897
11,3,122,4,0.0388853
11,3,122,5,0.0468262
11,3,122,6,0.0249236
11,3,122,7,0.0427472
11,3,122,8,0.0568322
11,3,122,9,0.166133
11,3,122,10,0.158276
11,3,122,11,0.171038
11,3,122,12,0.101443
11,3,122,13,0.0827913
11,3,122,14,0.0428538
11,3,122,15,0.0277971
11,3,122,16,0.00921441
11,3,125,1,0.00224224
11,3,125,2,0.0107073
11,3,125,3,0.0172897
11,3,125,4,0.0388853
11,3,125,5,0.0468262
11,3,125,6,0.0249236
11,3,125,7,0.0427472
11,3,125,8,0.0568322
11,3,125,9,0.166133
11,3,125,10,0.158276
11,3,125,11,0.171038
11,3,125,12,0.101443
11,3,125,13,0.0827913
11,3,125,14,0.0428538
11,3,125,15,0.0277971
11,3,125,16,0.00921441
11,3,132,1,0.00224224
11,3,132,2,0.0107073
11,3,132,3,0.0172897
11,3,132,4,0.0388853
11,3,132,5,0.0468262
11,3,132,6,0.0249236
